day,cell,merchant_cash,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_population,merchant_income,merchant_expense,population
439,539,1461225,220816,1682041,19254,4973659,1,340072,30316,25
440,539,1372017,304528,1676545,148299,606319,1,70131,159339,25
441,539,1376257,390633,1766890,152241,592444,1,237080,232840,25
442,539,2352486,472854,2825340,154521,997744,2,147612,182423,25
443,539,2255142,556190,2811332,155215,952182,2,78364,175708,25
444,539,2291015,507599,2798614,22835,6575167,2,79563,43690,25
445,539,2234020,536909,2770929,158059,926291,2,131265,188260,25
446,539,2192058,546451,2738509,157425,912553,2,148587,190549,25
447,539,2151813,554192,2706005,155999,903987,2,148695,188940,25
448,539,2113543,559911,2673454,154367,897297,2,148827,187097,25
449,539,2162384,494678,2657062,22506,6296720,2,94504,45663,25
450,539,2124067,501355,2625422,154655,900086,2,149276,187593,25
451,539,2086466,507591,2594057,153775,889212,2,148779,186380,25
452,539,2049786,513047,2562833,152740,879499,2,148391,185071,25
453,539,2013669,518263,2531932,151526,870925,2,147309,183426,25
454,539,1056796,464030,1520826,21942,3156420,1,82802,32841,25
455,539,1025663,480610,1506273,152427,440983,1,136569,167702,25
456,539,994933,496921,1491854,151625,430034,1,135837,166567,25
457,539,965099,512361,1477460,150543,420137,1,135318,165152,25
458,539,936658,526289,1462947,149155,411550,1,135009,163450,25
459,539,994059,463087,1457146,21119,3084741,1,89344,31943,25
460,539,965426,477652,1443078,149169,424150,1,135081,163714,25
461,539,937429,491665,1429094,148145,414697,1,134355,162352,25
462,539,910533,504480,1415013,146892,406235,1,133881,160777,25
463,539,885473,515199,1400672,145273,399457,1,133885,158945,25
464,539,936086,460411,1396497,19942,3076287,1,80362,29749,25
465,539,910705,471831,1382536,145258,410882,1,133947,159328,25
466,539,885402,483426,1368828,144097,402685,1,132419,157722,25
467,539,860557,494756,1355313,142713,395180,1,131032,155877,25
468,539,836913,505194,1342107,141094,388733,1,129977,153621,25
469,539,887066,451251,1338317,18653,3116643,1,78017,27864,25
470,539,864101,461110,1325211,141179,401120,1,131402,154367,25
471,539,841239,471194,1312433,140094,393531,1,129985,152847,25
472,539,818833,481117,1299950,138837,386518,1,128640,151046,25
473,539,797353,490139,1287492,137357,380434,1,127806,149286,25
474,539,847900,435971,1283871,17460,3182587,1,76914,26367,25
475,539,826388,445306,1271694,137644,393465,1,128448,149960,25
476,539,804633,455161,1259794,136749,385614,1,126926,148681,25
477,539,783174,464966,1248140,135649,378374,1,125740,147199,25
478,539,762284,474231,1236515,134350,371842,1,124720,145610,25
479,539,811975,421123,1233098,16419,3240976,1,74631,24940,25
480,539,791057,430507,1221564,134957,384142,1,125754,146672,25
481,539,769823,440436,1210259,134155,376065,1,124335,145569,25
482,539,748649,450482,1199131,133172,368421,1,123076,144250,25
483,539,727989,460050,1188039,131999,361438,1,122110,142770,25
484,539,777067,407884,1184951,15442,3297879,1,72543,23465,25
485,539,756133,417862,1173995,133437,371365,1,123627,144561,25
486,539,734682,428557,1163239,132707,362815,1,122075,143526,25
487,539,713158,439486,1152644,131774,354679,1,120738,142262,25
488,539,691841,450258,1142099,130637,347072,1,119430,140747,25
489,539,739372,399916,1139288,15154,3197537,1,70217,22686,25
490,539,717543,411243,1128786,131448,357745,1,120147,141976,25
491,539,695339,423166,1118505,130725,348592,1,118703,140907,25
492,539,673275,435064,1108339,129805,339923,1,117573,139637,25
493,539,651782,446492,1098274,128641,332049,1,116533,138026,25
494,539,698663,396943,1095606,14292,3203720,1,68325,21444,25
495,539,677307,408299,1085606,129437,342931,1,117944,139300,25
496,539,655669,420168,1075837,128696,333887,1,116552,138190,25
497,539,634226,431886,1066112,127758,325338,1,115493,136936,25
498,539,613609,442650,1056259,126571,317714,1,114934,135551,25
499,539,660423,393304,1053727,13503,3205323,1,67139,20325,25
500,539,640324,403842,1044166,127352,329514,1,116589,136688,25
501,539,620053,414718,1034771,126618,320932,1,115379,135650,25
502,539,600080,425263,1025343,125693,312880,1,114544,134517,25
503,539,580948,434920,1015868,124523,305750,1,113968,133100,25
504,539,628039,385436,1013475,12783,3219836,1,66434,19343,25
505,539,609338,394907,1004245,125440,318348,1,115712,134413,25
506,539,590423,404753,995176,124765,310134,1,114552,133467,25
507,539,571833,414304,986137,123901,302464,1,113757,132347,25
508,539,553911,423122,977033,122809,295589,1,113135,131057,25
509,539,601381,373419,974800,12127,3249946,1,65923,18453,25
510,539,583811,382112,965923,123872,308872,1,114939,132509,25
511,539,565986,391176,957162,123264,300918,1,113869,131694,25
512,539,548311,400185,948496,122477,293394,1,112967,130642,26
513,539,627118,406460,1033578,121473,338336,1,278763,199956,26
514,539,741568,354186,1095754,11532,4214308,2,137508,23058,26
515,539,723165,360515,1083680,122827,385854,2,116560,134963,26
516,539,704226,367771,1071997,122429,376970,2,115209,134148,26
517,539,685136,375507,1060643,121874,368422,2,114114,133204,26
518,539,666173,383316,1049489,121163,360327,2,113165,132128,26
519,539,708182,337190,1045372,11002,4218452,2,61005,18996,26
520,539,688289,345806,1034095,122925,366953,2,114386,134279,26
521,539,667911,355331,1023242,122548,357184,2,113073,133451,26
522,539,647398,365217,1012615,121966,347866,2,112008,132521,26
523,539,627229,374854,1002083,121171,339240,2,111222,131391,26
524,539,672993,325155,998148,10515,4194509,2,64368,18604,26
525,539,652632,334926,987558,122633,348771,2,112972,133333,26
526,539,631828,345431,977259,122190,338877,2,111730,132534,26
527,539,611132,355985,967117,121510,329611,2,110821,131517,26
528,539,591030,365940,956970,120576,321239,2,110176,130278,26
529,539,636739,316804,953543,10068,4144748,2,63428,17719,26
530,539,616880,326691,943571,121765,332015,2,112070,131929,26
531,539,596905,336936,933841,121201,322759,2,111028,131003,26
532,539,577292,346907,924199,120394,314246,2,110268,129881,26
533,539,558652,355860,914512,119325,306824,2,109872,128512,26
534,539,604936,306542,911478,9656,4105746,2,63285,17001,26
535,539,586934,315129,902063,120305,319731,2,112065,130067,26
536,539,568910,323915,892825,119678,311536,2,111099,129123,26
537,539,551342,332299,883641,118829,304073,2,110408,127976,26
538,539,534673,339657,874330,117739,297610,2,110047,126716,26
539,539,581736,289851,871587,9278,4109145,2,63504,16441,26
540,539,565745,296863,862608,118731,312274,2,112233,128224,26
541,539,549720,304125,853845,118149,304923,2,111315,127340,26
542,539,533850,312919,846769,117415,297972,2,110533,126403,26
543,539,518750,320946,839696,116462,291913,2,110111,125211,26
544,539,566293,272602,838895,8926,4157806,2,63487,15944,26
545,539,551385,280601,831986,117755,306870,2,112083,126991,26
546,539,536127,289156,825283,117319,299487,2,111068,126326,26
547,539,520864,297855,818719,116718,292459,2,110199,125462,26
548,539,506007,306153,812160,115920,286073,2,109609,124466,26
549,539,553517,258027,811544,8601,4217566,2,62949,15439,26
550,539,538393,266544,804937,117476,300351,2,111399,126523,26
551,539,522771,275837,798608,117143,292465,2,110268,125890,26
552,539,507026,285422,792448,116613,284946,2,109347,125092,26
553,539,491583,294750,786333,115893,277983,2,108676,124119,26
554,539,538594,247411,786005,8297,4254223,2,61901,14890,26
555,539,522759,257047,779806,117547,291453,2,110428,126263,26
556,539,506380,267474,773854,117225,283097,2,109285,125664,26
557,539,489985,278132,768117,116690,275187,2,108406,124801,26
558,539,473919,288465,762384,115932,267904,2,107723,123789,26
559,539,520587,241777,762364,8013,4257729,2,61017,14349,26
560,539,504317,252217,756534,117484,281322,2,109647,125917,26
561,539,487692,263319,751011,117091,272961,2,108533,125158,26
562,539,471180,274430,745610,116475,265114,2,107725,124237,26
563,539,455275,284952,740227,115602,258100,2,107151,123056,26
564,539,502016,238517,740533,7747,4246820,2,60598,13857,26
565,539,486319,248847,735166,116959,272500,2,109333,125030,26
566,539,470418,259597,730015,116483,264667,2,108338,124239,26
567,539,454778,270177,724955,115780,257422,2,107587,123227,26
568,539,439941,279907,719848,114813,251121,2,107176,122013,26
569,539,487168,233168,720336,7498,4258074,2,60751,13524,26
570,539,472757,242529,715286,116137,266776,2,109610,124021,26
571,539,458202,252271,710473,115635,259685,2,108622,123177,26
572,539,443922,261797,705719,114916,253166,2,107922,122202,26
573,539,430442,270468,700910,113959,247540,2,107554,121034,26
574,539,478226,223339,701565,7265,4313973,2,61014,13230,26
575,539,465021,231785,696806,115371,264153,2,109914,123119,26
576,539,451572,240698,692270,114911,257540,2,108923,122372,26
577,539,438244,249550,687794,114274,251332,2,108161,121489,26
578,539,425511,257804,683315,113413,245882,2,107670,120403,26
579,539,473514,210602,684116,7045,4404856,2,60950,12947,26
580,539,460714,218854,679568,115043,262452,2,109892,122692,26
581,539,447492,227750,675242,114662,255767,2,108823,122045,26
582,539,434260,236811,671071,114093,249442,2,107970,121202,27
583,539,517081,243085,760166,113326,299025,2,274095,191274,27
584,539,631912,193999,825911,6841,6053644,3,132268,17437,27
585,539,617350,201019,818369,115302,350892,3,111685,126247,27
586,539,602060,209075,811135,115125,342728,3,110460,125750,27
587,539,586411,217784,804195,114767,334861,3,109409,125058,27
588,539,570785,226641,797426,114238,327447,3,108616,124242,27
589,539,611336,185574,796910,6661,6014789,3,54219,13668,27
590,539,594465,195430,789895,116596,334135,3,110153,127024,27
591,539,577013,206243,783256,116346,325022,3,108935,126387,27
592,539,559420,217417,776837,115886,316363,3,108006,125599,27
593,539,542133,228327,770460,115197,308421,3,107319,124606,27
594,539,588022,181862,769884,6485,5942422,3,59854,13965,27
595,539,570505,192891,763396,117073,319361,3,109525,127042,27
596,539,552598,204631,757229,116709,310302,3,108397,126304,27
597,539,534794,216368,751162,116123,301820,3,107623,125427,27
598,539,517618,227426,745044,115264,294303,3,107103,124279,27
599,539,563650,181178,744828,6320,5844836,3,59562,13530,27
600,539,546714,192100,738814,116845,306640,3,109484,126420,27
601,539,529621,203369,732990,116360,298291,3,108531,125624,27
602,539,512844,214347,727191,115629,290668,3,107849,124626,27
603,539,496951,224329,721280,114631,284113,3,107499,123392,27
604,539,543573,177738,721311,6160,5783051,3,59832,13210,27
605,539,528231,187388,715619,116057,298285,3,110068,125410,27
606,539,512797,197275,710072,115510,290941,3,109170,124604,27
607,539,497699,206856,704555,114762,284216,3,108502,123600,27
608,539,483420,215554,698974,113771,278466,3,108123,122402,27
609,539,530700,168458,699158,6006,5790868,3,60290,13010,27
610,539,516824,176872,693696,115294,293775,3,110675,124551,27
611,539,502710,185729,688439,114807,286965,3,109676,123790,27
612,539,488728,194534,683262,114149,280591,3,108908,122890,27
613,539,475326,202741,678067,113282,274986,3,108414,121816,27
614,539,522825,155516,678341,5860,5847074,3,60304,12805,27
615,539,509322,163785,673107,115056,290110,3,110696,124199,27
616,539,495364,172730,668094,114680,283084,3,109611,123569,27
617,539,481328,181911,663239,114135,276377,3,108719,122755,27
618,539,467640,190779,658419,113396,270267,3,108090,121778,27
619,539,514830,144056,658886,5727,5891373,3,59723,12533,27
620,539,500703,153245,653948,115226,284780,3,110072,124199,27
621,539,486017,163297,649314,114968,277047,3,108961,123647,27
622,539,471189,173642,644831,114559,269554,3,108151,122979,27
623,539,456676,183579,640255,113964,262615,3,107722,122235,27
624,539,502659,138208,640867,5812,5667973,3,58363,12380,27
625,539,486915,149237,636152,116358,274243,3,109299,125043,27
626,539,470659,160987,631646,116320,265174,3,108517,124773,27
627,539,454312,172809,627121,116069,256518,3,108067,124414,27
628,539,438354,184137,622491,115592,248529,3,107846,123804,27
629,539,483219,140109,623328,6449,4910566,3,57647,12782,27
630,539,467064,151786,618850,118080,259226,3,110455,126610,27
631,539,450537,163896,614433,117920,250393,3,109810,126337,27
632,539,434078,175852,609930,117541,242023,3,109379,125838,27
633,539,418199,187080,605279,116888,234473,3,109170,125049,27
634,539,463146,143120,606266,7024,4321289,3,58174,13227,27
635,539,447432,154492,601924,119084,246237,3,111818,127532,27
636,539,431467,166128,597595,118809,238000,3,111189,127154,27
637,539,415721,177462,593183,118309,230284,3,110791,126537,27
638,539,400727,187883,588610,117333,223824,3,110379,125373,27
639,539,446097,143594,589691,7276,4018061,3,58766,13396,27
640,539,431399,154143,585542,119360,236864,3,113003,127701,27
641,539,416491,164916,581407,119036,229301,3,112369,127277,27
642,539,401834,175361,577195,118510,222214,3,111928,126585,27
643,539,387903,184954,572857,117724,215942,3,111691,125622,27
644,539,433709,140315,574024,7662,3709678,3,59511,13705,27
645,539,419883,150134,570017,119750,229790,3,114187,128013,27
646,539,405754,160267,566021,119438,222638,3,113478,127607,27
647,539,391801,170217,562018,118939,215884,3,112950,126903,27
648,539,378425,179483,557908,118199,209819,3,112618,125994,27
649,539,424395,134736,559131,7982,3484483,3,59925,13955,27
650,539,410796,144397,555193,120305,223780,3,114928,128527,28
651,539,492359,152687,645046,120031,268824,3,280131,198568,28
652,539,544031,161320,705351,119628,298037,4,184770,133098,28
653,539,528817,169647,698464,119068,291065,4,114811,130025,28
654,539,572763,124906,697669,8307,4518670,4,60203,16257,28
655,539,556751,134042,690793,121573,300126,4,116848,132860,28
656,539,540050,143903,683953,121462,291389,4,115975,132676,28
657,539,523052,154119,677171,121153,282937,4,115236,132234,28
658,539,506095,164224,670319,120662,274878,4,114662,131619,28
659,539,546935,123055,669990,8612,4162091,4,56733,15893,28
660,539,529002,134109,663111,123228,281337,4,116547,134480,28
661,539,510462,145801,656263,123056,271857,4,115678,134218,28
662,539,491858,157646,649504,122659,262796,4,114975,133579,28
663,539,473600,169081,642681,122022,254362,4,114478,132736,28
664,539,517376,124575,641951,8919,3801631,4,60572,16796,28
665,539,498719,136558,635277,124202,263152,4,116580,135237,28
666,539,479664,148986,628650,123937,253639,4,115766,134821,28
667,539,460669,161322,621991,123424,244607,4,115127,134122,28
668,539,442241,172973,615214,122616,236369,4,114670,133098,28
669,539,485963,128543,614506,9200,3461746,4,60796,17074,28
670,539,467546,140490,608036,124368,246374,4,116745,135162,28
671,539,448950,152652,601602,123963,237348,4,115990,134586,28
672,539,430625,164499,595124,123316,228854,4,115408,133733,28
673,539,413082,175432,588514,122389,221194,4,115041,132584,28
674,539,457197,130666,587863,9471,3163642,4,61420,17305,28
675,539,440038,141735,581773,124040,232492,4,117321,134480,28
676,539,422758,152923,575681,123565,224221,4,116564,133844,28
677,539,405787,163695,569482,122850,216472,4,115999,132970,28
678,539,389687,173523,563210,121866,209562,4,115632,131732,28
679,539,434443,128271,562714,9700,2935222,4,62145,17389,28
680,539,418619,138269,556888,123496,222149,4,117852,133676,28
681,539,402611,148466,551077,123016,214488,4,117040,133048,28
682,539,386862,158404,545266,122326,207260,4,116399,132148,28
683,539,371754,167575,539329,121400,200685,4,115956,131064,28
684,539,416862,122032,538894,9897,2760378,4,62650,17542,28
685,539,401755,131534,533289,123148,213803,4,118033,133140,28
686,539,386391,141398,527789,122728,206330,4,117146,132510,28
687,539,371037,151187,522224,122101,199148,4,116411,131765,28
688,539,356036,160505,516541,121268,192409,4,115797,130798,28
689,539,401121,114935,516056,10068,2611031,4,62809,17724,28
690,539,385719,124910,510629,123138,205285,4,117524,132926,28
691,539,369789,135428,505217,122769,197399,4,116531,132461,28
692,539,353566,146212,499778,122197,189622,4,115546,131769,28
693,539,337542,156695,494237,121417,182191,4,114802,130826,28
694,539,383585,110067,493652,10218,2460229,4,63957,17914,28
695,539,366852,121426,488278,123279,195021,4,116228,132961,28
696,539,349486,133449,482935,122940,186301,4,115135,132501,28
697,539,331789,145763,477552,122375,177684,4,114121,131818,28
698,539,314307,157732,472039,121591,169407,4,113411,130893,28
699,539,362536,108508,471044,10346,2296458,4,66433,18204,28
700,539,344362,121394,465756,123200,183182,4,114558,132732,28
701,539,325631,134855,460486,122821,173753,4,113522,132253,28
702,539,306725,148431,455156,122224,164464,4,112605,131511,28
703,539,288179,161494,449673,121375,155601,4,111936,130482,28
704,539,339237,109145,448382,10440,2129524,4,69415,18357,28
705,539,320302,122921,443223,122609,171205,4,113047,131982,28
706,539,300909,137174,438083,122186,161396,4,112026,131419,28
707,539,281507,151321,432828,121542,151789,4,111205,130607,28
708,539,262645,164774,427419,120613,142710,4,110633,129495,28
